flights,layovers,total_duration,carbon_emissions,price,type,extensions
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-01 21:15'}, 'arrival_airport': {'name': 'Soekarno–Hatta International Airport', 'id': 'CGK', 'time': '2024-05-01 22:05'}, 'duration': 110, 'airplane': 'Airbus A320', 'airline': 'Batik Air', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/ID.png', 'travel_class': 'Economy', 'flight_number': 'ID 7152', 'legroom': '32 in', 'extensions': ['Above average legroom (32 in)', 'In-seat USB outlet', 'Stream media to your device', 'Carbon emissions estimate: 98 kg']}]",,110,"{'this_flight': 99000, 'typical_for_this_route': 92000, 'difference_percent': 8}",,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-01 21:15'}, 'arrival_airport': {'name': 'Soekarno–Hatta International Airport', 'id': 'CGK', 'time': '2024-05-01 22:05'}, 'duration': 110, 'airline': 'Thai Lion Air', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/SL.png', 'travel_class': 'Economy', 'flight_number': 'SL 7152'}]",,110,{'typical_for_this_route': 92000},,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-01 22:05'}, 'arrival_airport': {'name': 'Soekarno–Hatta International Airport', 'id': 'CGK', 'time': '2024-05-01 23:00'}, 'duration': 115, 'airplane': 'Airbus A320', 'airline': 'Batik Air', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/ID.png', 'travel_class': 'Economy', 'flight_number': 'ID 7158', 'legroom': '32 in', 'extensions': ['Above average legroom (32 in)', 'In-seat USB outlet', 'Stream media to your device', 'Carbon emissions estimate: 98 kg']}]",,115,"{'this_flight': 99000, 'typical_for_this_route': 92000, 'difference_percent': 8}",,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-01 22:05'}, 'arrival_airport': {'name': 'Soekarno–Hatta International Airport', 'id': 'CGK', 'time': '2024-05-01 23:00'}, 'duration': 115, 'airline': 'Thai Lion Air', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/SL.png', 'travel_class': 'Economy', 'flight_number': 'SL 7158'}]",,115,{'typical_for_this_route': 92000},,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-01 02:00'}, 'arrival_airport': {'name': 'Ninoy Aquino International Airport', 'id': 'MNL', 'time': '2024-05-01 05:40'}, 'duration': 220, 'airplane': 'Boeing 787', 'airline': 'Scoot', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/TR.png', 'travel_class': 'Economy', 'flight_number': 'TR 396', 'legroom': '30 in', 'extensions': ['Average legroom (30 in)', 'Wi-Fi for a fee', 'In-seat power outlet', 'Carbon emissions estimate: 154 kg'], 'overnight': True}]",,220,"{'this_flight': 154000, 'typical_for_this_route': 164000, 'difference_percent': -6}",138,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-01 17:15'}, 'arrival_airport': {'name': 'Ninoy Aquino International Airport', 'id': 'MNL', 'time': '2024-05-01 21:00'}, 'duration': 225, 'airplane': 'Airbus A320', 'airline': 'Jetstar', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/3K.png', 'travel_class': 'Economy', 'flight_number': '3K 765', 'legroom': '29 in', 'extensions': ['Below average legroom (29 in)', 'Carbon emissions estimate: 188 kg'], 'often_delayed_by_over_30_min': True}]",,225,"{'this_flight': 189000, 'typical_for_this_route': 164000, 'difference_percent': 15}",139,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-01 10:35'}, 'arrival_airport': {'name': 'Ninoy Aquino International Airport', 'id': 'MNL', 'time': '2024-05-01 14:55'}, 'duration': 260, 'airplane': 'Airbus A320neo', 'airline': 'Cebu Pacific', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/5J.png', 'travel_class': 'Economy', 'flight_number': '5J 814', 'legroom': '28 in', 'extensions': ['Below average legroom (28 in)', 'In-seat USB outlet', 'Carbon emissions estimate: 150 kg']}]",,260,"{'this_flight': 150000, 'typical_for_this_route': 164000, 'difference_percent': -9}",163,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-01 06:00'}, 'arrival_airport': {'name': 'Ninoy Aquino International Airport', 'id': 'MNL', 'time': '2024-05-01 09:50'}, 'duration': 230, 'airplane': 'Airbus A320', 'airline': 'Jetstar', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/3K.png', 'travel_class': 'Economy', 'flight_number': '3K 761', 'legroom': '29 in', 'extensions': ['Below average legroom (29 in)', 'Carbon emissions estimate: 188 kg']}]",,230,"{'this_flight': 189000, 'typical_for_this_route': 164000, 'difference_percent': 15}",128,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-01 02:15'}, 'arrival_airport': {'name': 'Ninoy Aquino International Airport', 'id': 'MNL', 'time': '2024-05-01 06:00'}, 'duration': 225, 'airplane': 'Airbus A320', 'airline': 'Jetstar', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/3K.png', 'travel_class': 'Economy', 'flight_number': '3K 763', 'legroom': '29 in', 'extensions': ['Below average legroom (29 in)', 'Carbon emissions estimate: 188 kg'], 'overnight': True}]",,225,"{'this_flight': 189000, 'typical_for_this_route': 164000, 'difference_percent': 15}",149,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-01 14:40'}, 'arrival_airport': {'name': 'Ninoy Aquino International Airport', 'id': 'MNL', 'time': '2024-05-01 18:35'}, 'duration': 235, 'airplane': 'Airbus A321neo', 'airline': 'Scoot', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/TR.png', 'travel_class': 'Economy', 'flight_number': 'TR 390', 'legroom': '28 in', 'extensions': ['Below average legroom (28 in)', 'Carbon emissions estimate: 154 kg']}]",,235,"{'this_flight': 154000, 'typical_for_this_route': 164000, 'difference_percent': -6}",161,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-01 01:30'}, 'arrival_airport': {'name': 'Ninoy Aquino International Airport', 'id': 'MNL', 'time': '2024-05-01 05:40'}, 'duration': 250, 'airplane': 'Airbus A330-900neo', 'airline': 'Cebu Pacific', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/5J.png', 'travel_class': 'Economy', 'flight_number': '5J 804', 'legroom': '30 in', 'extensions': ['Average legroom (30 in)', 'In-seat USB outlet', 'Carbon emissions estimate: 149 kg'], 'overnight': True}]",,250,"{'this_flight': 149000, 'typical_for_this_route': 164000, 'difference_percent': -9}",163,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-01 18:40'}, 'arrival_airport': {'name': 'Ninoy Aquino International Airport', 'id': 'MNL', 'time': '2024-05-01 22:50'}, 'duration': 250, 'airplane': 'Airbus A321neo', 'airline': 'Cebu Pacific', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/5J.png', 'travel_class': 'Economy', 'flight_number': '5J 806', 'legroom': '28 in', 'extensions': ['Below average legroom (28 in)', 'In-seat USB outlet', 'Carbon emissions estimate: 153 kg']}]",,250,"{'this_flight': 153000, 'typical_for_this_route': 164000, 'difference_percent': -7}",163,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-01 00:30'}, 'arrival_airport': {'name': 'Ninoy Aquino International Airport', 'id': 'MNL', 'time': '2024-05-01 04:20'}, 'duration': 230, 'airplane': 'Airbus A321', 'airline': 'Philippine Airlines', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/PR.png', 'travel_class': 'Economy', 'flight_number': 'PR 510', 'legroom': '30 in', 'extensions': ['Average legroom (30 in)', 'Stream media to your device', 'Carbon emissions estimate: 207 kg'], 'overnight': True}]",,230,"{'this_flight': 208000, 'typical_for_this_route': 164000, 'difference_percent': 27}",320,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-01 10:40'}, 'arrival_airport': {'name': 'Ninoy Aquino International Airport', 'id': 'MNL', 'time': '2024-05-01 14:30'}, 'duration': 230, 'airplane': 'Airbus A321', 'airline': 'Philippine Airlines', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/PR.png', 'travel_class': 'Economy', 'flight_number': 'PR 502', 'legroom': '30 in', 'extensions': ['Average legroom (30 in)', 'Stream media to your device', 'Carbon emissions estimate: 207 kg']}]",,230,"{'this_flight': 208000, 'typical_for_this_route': 164000, 'difference_percent': 27}",320,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-01 14:30'}, 'arrival_airport': {'name': 'Ninoy Aquino International Airport', 'id': 'MNL', 'time': '2024-05-01 18:25'}, 'duration': 235, 'airplane': 'Boeing 777', 'airline': 'Philippine Airlines', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/PR.png', 'travel_class': 'Economy', 'flight_number': 'PR 508', 'legroom': '33 in', 'extensions': ['Above average legroom (33 in)', 'Wi-Fi for a fee', 'In-seat USB outlet', 'On-demand video', 'Carbon emissions estimate: 200 kg']}]",,235,"{'this_flight': 201000, 'typical_for_this_route': 164000, 'difference_percent': 23}",320,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-01 19:50'}, 'arrival_airport': {'name': 'Ninoy Aquino International Airport', 'id': 'MNL', 'time': '2024-05-01 23:45'}, 'duration': 235, 'airplane': 'Airbus A321', 'airline': 'Philippine Airlines', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/PR.png', 'travel_class': 'Economy', 'flight_number': 'PR 512', 'legroom': '30 in', 'extensions': ['Average legroom (30 in)', 'Stream media to your device', 'Carbon emissions estimate: 207 kg']}]",,235,"{'this_flight': 208000, 'typical_for_this_route': 164000, 'difference_percent': 27}",320,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-01 12:00'}, 'arrival_airport': {'name': 'Ninoy Aquino International Airport', 'id': 'MNL', 'time': '2024-05-01 15:45'}, 'duration': 225, 'airplane': 'Airbus A350', 'airline': 'Singapore Airlines', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/SQ.png', 'travel_class': 'Economy', 'flight_number': 'SQ 912', 'ticket_also_sold_by': ['Philippine Airlines'], 'legroom': '32 in', 'extensions': ['Above average legroom (32 in)', 'Wi-Fi for a fee', 'In-seat power & USB outlets', 'On-demand video', 'Carbon emissions estimate: 167 kg']}]",,225,"{'this_flight': 168000, 'typical_for_this_route': 164000, 'difference_percent': 2}",386,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-01 13:30'}, 'arrival_airport': {'name': 'Ninoy Aquino International Airport', 'id': 'MNL', 'time': '2024-05-01 17:25'}, 'duration': 235, 'airplane': 'Boeing 787', 'airline': 'Singapore Airlines', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/SQ.png', 'travel_class': 'Economy', 'flight_number': 'SQ 916', 'ticket_also_sold_by': ['Philippine Airlines'], 'legroom': '32 in', 'extensions': ['Above average legroom (32 in)', 'Wi-Fi for a fee', 'In-seat power & USB outlets', 'On-demand video', 'Carbon emissions estimate: 156 kg']}]",,235,"{'this_flight': 157000, 'typical_for_this_route': 164000, 'difference_percent': -4}",386,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-01 19:25'}, 'arrival_airport': {'name': 'Ninoy Aquino International Airport', 'id': 'MNL', 'time': '2024-05-01 23:00'}, 'duration': 215, 'airplane': 'Boeing 787', 'airline': 'Singapore Airlines', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/SQ.png', 'travel_class': 'Economy', 'flight_number': 'SQ 918', 'ticket_also_sold_by': ['Philippine Airlines'], 'legroom': '32 in', 'extensions': ['Above average legroom (32 in)', 'Wi-Fi for a fee', 'In-seat power & USB outlets', 'On-demand video', 'Carbon emissions estimate: 156 kg']}]",,215,"{'this_flight': 157000, 'typical_for_this_route': 164000, 'difference_percent': -4}",386,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-01 09:20'}, 'arrival_airport': {'name': 'Ninoy Aquino International Airport', 'id': 'MNL', 'time': '2024-05-01 13:05'}, 'duration': 225, 'airplane': 'Airbus A350', 'airline': 'Singapore Airlines', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/SQ.png', 'travel_class': 'Economy', 'flight_number': 'SQ 910', 'ticket_also_sold_by': ['Philippine Airlines'], 'legroom': '32 in', 'extensions': ['Above average legroom (32 in)', 'Wi-Fi for a fee', 'In-seat power & USB outlets', 'On-demand video', 'Carbon emissions estimate: 167 kg']}]",,225,"{'this_flight': 168000, 'typical_for_this_route': 164000, 'difference_percent': 2}",538,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-02 22:15'}, 'arrival_airport': {'name': 'Narita International Airport', 'id': 'NRT', 'time': '2024-05-03 06:15'}, 'duration': 420, 'airplane': 'Boeing 787', 'airline': 'Scoot', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/TR.png', 'travel_class': 'Economy', 'flight_number': 'TR 808', 'legroom': '31 in', 'extensions': ['Average legroom (31 in)', 'Wi-Fi for a fee', 'In-seat power outlet', 'Carbon emissions estimate: 370 kg'], 'overnight': True}]",,420,"{'this_flight': 370000, 'typical_for_this_route': 423000, 'difference_percent': -13}",298,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-02 00:40'}, 'arrival_airport': {'name': 'Narita International Airport', 'id': 'NRT', 'time': '2024-05-02 09:00'}, 'duration': 440, 'airplane': 'Boeing 787', 'airline': 'ZIPAIR Tokyo', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/ZG.png', 'travel_class': 'Economy', 'flight_number': 'ZG 54', 'legroom': '31 in', 'extensions': ['Average legroom (31 in)', 'Free Wi-Fi', 'In-seat power & USB outlets', 'Stream media to your device', 'Carbon emissions estimate: 463 kg'], 'overnight': True}]",,440,"{'this_flight': 464000, 'typical_for_this_route': 423000, 'difference_percent': 10}",316,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-02 02:00'}, 'arrival_airport': {'name': 'Naha Airport', 'id': 'OKA', 'time': '2024-05-02 08:10'}, 'duration': 310, 'airplane': 'Airbus A320', 'airline': 'Jetstar', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/3K.png', 'travel_class': 'Economy', 'flight_number': '3K 791', 'legroom': '29 in', 'extensions': ['Below average legroom (29 in)', 'Carbon emissions estimate: 287 kg'], 'overnight': True}, {'departure_airport': {'name': 'Naha Airport', 'id': 'OKA', 'time': '2024-05-02 12:05'}, 'arrival_airport': {'name': 'Narita International Airport', 'id': 'NRT', 'time': '2024-05-02 14:40'}, 'duration': 155, 'airplane': 'Airbus A321neo', 'airline': 'Jetstar', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/GK.png', 'travel_class': 'Economy', 'flight_number': 'GK 332', 'legroom': '29 in', 'extensions': ['Below average legroom (29 in)', 'In-seat USB outlet', 'Carbon emissions estimate: 111 kg']}]","[{'duration': 235, 'name': 'Naha Airport', 'id': 'OKA'}]",700,"{'this_flight': 399000, 'typical_for_this_route': 423000, 'difference_percent': -6}",348,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-02 09:25'}, 'arrival_airport': {'name': 'Narita International Airport', 'id': 'NRT', 'time': '2024-05-02 17:30'}, 'duration': 425, 'airplane': 'Boeing 777', 'airline': 'Singapore Airlines', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/SQ.png', 'travel_class': 'Economy', 'flight_number': 'SQ 12', 'ticket_also_sold_by': ['ANA'], 'legroom': '32 in', 'extensions': ['Above average legroom (32 in)', 'Wi-Fi for a fee', 'In-seat power & USB outlets', 'On-demand video', 'Carbon emissions estimate: 554 kg']}]",,425,"{'this_flight': 554000, 'typical_for_this_route': 423000, 'difference_percent': 31}",824,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-02 18:40'}, 'arrival_airport': {'name': 'Ninoy Aquino International Airport', 'id': 'MNL', 'time': '2024-05-02 22:50'}, 'duration': 250, 'airline': 'Cebu Pacific', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/5J.png', 'travel_class': 'Economy', 'flight_number': '5J 806', 'legroom': '28 in', 'extensions': ['Below average legroom (28 in)', 'In-seat USB outlet', 'Carbon emissions estimate: 153 kg']}, {'departure_airport': {'name': 'Ninoy Aquino International Airport', 'id': 'MNL', 'time': '2024-05-03 04:35'}, 'arrival_airport': {'name': 'Narita International Airport', 'id': 'NRT', 'time': '2024-05-03 10:10'}, 'duration': 275, 'airline': 'Philippines AirAsia', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/Z2.png', 'travel_class': 'Economy', 'flight_number': 'Z2 190', 'legroom': '28 in', 'extensions': ['Below average legroom (28 in)', 'Carbon emissions estimate: 236 kg'], 'overnight': True}]","[{'duration': 345, 'name': 'Ninoy Aquino International Airport', 'id': 'MNL', 'overnight': True}]",870,"{'this_flight': 390000, 'typical_for_this_route': 423000, 'difference_percent': -8}",314,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-02 01:05'}, 'arrival_airport': {'name': 'Taiwan Taoyuan International Airport', 'id': 'TPE', 'time': '2024-05-02 05:45'}, 'duration': 280, 'airplane': 'Boeing 787', 'airline': 'Scoot', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/TR.png', 'travel_class': 'Economy', 'flight_number': 'TR 898', 'legroom': '31 in', 'extensions': ['Average legroom (31 in)', 'Wi-Fi for a fee', 'In-seat power outlet', 'Carbon emissions estimate: 231 kg'], 'overnight': True}, {'departure_airport': {'name': 'Taiwan Taoyuan International Airport', 'id': 'TPE', 'time': '2024-05-02 09:30'}, 'arrival_airport': {'name': 'Narita International Airport', 'id': 'NRT', 'time': '2024-05-02 14:00'}, 'duration': 210, 'airline': 'Peach Aviation', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/MM.png', 'travel_class': 'Economy', 'flight_number': 'MM 622', 'legroom': '29 in', 'extensions': ['Below average legroom (29 in)', 'Stream media to your device', 'Carbon emissions estimate: 139 kg'], 'often_delayed_by_over_30_min': True}]","[{'duration': 225, 'name': 'Taiwan Taoyuan International Airport', 'id': 'TPE'}]",715,"{'this_flight': 371000, 'typical_for_this_route': 423000, 'difference_percent': -12}",380,One way,
